Kood EMTAK 2008;Tegevusala tekst EMTAK 2008;Kood EMTAK 2025;Tegevusala tekst EMTAK 2025;Märkused
1320;Riidekudumine;2399;Mujal liigitamata muude mittemetalsetest mineraalidest toodete tootmine;
13201;Riidekudumine;13201;Tekstiilikudumine;
13201;Riidekudumine;13961;Tehnilise ja tööstusliku otstarbega tekstiilide tootmine;
13201;Riidekudumine;23991;Mujal liigitamata muude mittemetalsetest mineraalidest toodete tootmine;
133;Tekstiili viimistlemine;133;Tekstiili viimistlemine;
133;Tekstiili viimistlemine;181;Trükindus ja selle sidusalad;
1330;Tekstiili viimistlemine;1330;Tekstiili viimistlemine;
1330;Tekstiili viimistlemine;1812;Muu trükkimine;
13301;Tekstiili viimistlemine;13301;Tekstiili viimistlemine;
13301;Tekstiili viimistlemine;18129;Mujal liigitamata trükkimine, k.a siiditrükk;
139;Muu tekstiilitootmine;131;Tekstiilkiudude ettevalmistamine ja ketramine;
139;Muu tekstiilitootmine;133;Tekstiili viimistlemine;
139;Muu tekstiilitootmine;139;Muu tekstiilitootmine;
1391;Silmkoe- ja heegelkanga (trikookanga) tootmine;1391;Silmkoe- ja heegelkanga (trikookanga) tootmine;
13911;Silmkoe- ja heegelkanga (trikookanga) tootmine;13911;Silmkoe- ja heegelkanga (trikookanga) tootmine;
1392;Valmis tekstiiltoodete tootmine, v.a rõivad;1392;Kodutekstiilide ja valmis sisustustarvete tootmine;
1392;Valmis tekstiiltoodete tootmine, v.a rõivad;1396;Tehnilise ja tööstusliku otstarbega tekstiilide tootmine;
13921;Kodutekstiili tootmine, sh voodipesu, köögirätikud, kardinad, akna sisekatted jm eesriided;13921;Kodutekstiilide, nt voodipesu, rätikute, kardinate jms tootmine;
13929;Muude valmis tekstiiltoodete tootmine;13929;Muude valmis tekstiiltoodete tootmine;
13929;Muude valmis tekstiiltoodete tootmine;13961;Tehnilise ja tööstusliku otstarbega tekstiilide tootmine;
1393;Vaipade ja vaipkatete tootmine;1393;Vaipade ja vaipkatete tootmine;
13931;Vaipade ja vaipkatete tootmine;13931;Vaipade ja vaipkatete tootmine;
1394;Nööri, köie ja võrgulina tootmine;1394;Nööri, köie ja võrgulina tootmine;
13941;Nööri, köie ja võrgulina tootmine;13941;Nööri, köie ja võrgulina tootmine;
1395;Lausriide ja lausriidest toodete tootmine, v.a rõivad;1395;Lausriide ja lausriidest toodete tootmine;
13951;Lausriide ja lausriidest toodete tootmine, v.a rõivad;13951;Lausriide ja lausriidest toodete tootmine;
1396;Tehnilise ja tööstusliku otstarbega tekstiilide tootmine;1396;Tehnilise ja tööstusliku otstarbega tekstiilide tootmine;
13961;Tehnilise ja tööstusliku otstarbega tekstiilide tootmine;13961;Tehnilise ja tööstusliku otstarbega tekstiilide tootmine;
1399;Mujal liigitamata tekstiilitootmine;1310;Tekstiilkiudude ettevalmistamine ja ketramine;
1399;Mujal liigitamata tekstiilitootmine;1330;Tekstiili viimistlemine;
1399;Mujal liigitamata tekstiilitootmine;1399;Mujal liigitamata tekstiilitootmine;
13991;Mujal liigitamata tekstiilitootmine, sh kaunistusnööri-, tülli-, pitsi-, paela- ja tikanditootmine;13101;Tekstiilkiudude ettevalmistamine ja ketramine;
13991;Mujal liigitamata tekstiilitootmine, sh kaunistusnööri-, tülli-, pitsi-, paela- ja tikanditootmine;13301;Tekstiili viimistlemine;
13991;Mujal liigitamata tekstiilitootmine, sh kaunistusnööri-, tülli-, pitsi-, paela- ja tikanditootmine;13991;Mujal liigitamata tekstiilitootmine;
14;Rõivatootmine;13;Tekstiilitootmine;
14;Rõivatootmine;14;Rõivatootmine;
141;Rõivatootmine, v.a karusnahast rõivad;141;Silmkoe- ja heegelrõivaste tootmine;
141;Rõivatootmine, v.a karusnahast rõivad;142;Muude rõivaste ja rõivalisandite tootmine;
1411;Nahkrõivaste tootmine;1424;Nahast ja karusnahast rõivaste tootmine;
14111;Nahkrõivaste tootmine;14241;Nahast ja karusnahast rõivaste tootmine;
1412;Töörõivaste tootmine;1423;Töörõivaste tootmine;
14121;Töörõivaste tootmine;14231;Töörõivaste tootmine;
1413;Muude pealisrõivaste tootmine;1410;Silmkoe- ja heegelrõivaste tootmine;
1413;Muude pealisrõivaste tootmine;1421;Pealisrõivaste tootmine;
14131;Muude pealisrõivaste tootmine, k.a rätsepatöö;14101;Silmkoe- ja heegelrõivaste tootmine;
14131;Muude pealisrõivaste tootmine, k.a rätsepatöö;14211;Pealisrõivaste tootmine;
1414;Alusrõivaste tootmine;1410;Silmkoe- ja heegelrõivaste tootmine;
1414;Alusrõivaste tootmine;1421;Pealisrõivaste tootmine;
1414;Alusrõivaste tootmine;1422;Alusrõivaste tootmine;
14141;Alusrõivaste tootmine, sh T-särkide, päevasärkide, hommikumantlite, öösärkide jms tootmine;14101;Silmkoe- ja heegelrõivaste tootmine;
14141;Alusrõivaste tootmine, sh T-särkide, päevasärkide, hommikumantlite, öösärkide jms tootmine;14211;Pealisrõivaste tootmine;
14141;Alusrõivaste tootmine, sh T-särkide, päevasärkide, hommikumantlite, öösärkide jms tootmine;14221;Alusrõivaste tootmine;
1419;Muude rõivaste ja rõivalisandite tootmine;1410;Silmkoe- ja heegelrõivaste tootmine;
1419;Muude rõivaste ja rõivalisandite tootmine;1421;Pealisrõivaste tootmine;
1419;Muude rõivaste ja rõivalisandite tootmine;1422;Alusrõivaste tootmine;
1419;Muude rõivaste ja rõivalisandite tootmine;1429;Muude mujal liigitamata rõivaste ja rõivalisandite tootmine;
14191;Peakatete valmistamine, k.a karusnahast;14291;Peakatete valmistamine, k.a karusnahast;
14199;Muude mujal liigitamata rõivaste ja rõivalisandite tootmine;14101;Silmkoe- ja heegelrõivaste tootmine;
14199;Muude mujal liigitamata rõivaste ja rõivalisandite tootmine;14211;Pealisrõivaste tootmine;
14199;Muude mujal liigitamata rõivaste ja rõivalisandite tootmine;14221;Alusrõivaste tootmine;
14199;Muude mujal liigitamata rõivaste ja rõivalisandite tootmine;14299;Muude mujal liigitamata rõivaste ja rõivalisandite tootmine;
142;Karusnahatoodete tootmine;139;Muu tekstiilitootmine;
142;Karusnahatoodete tootmine;142;Muude rõivaste ja rõivalisandite tootmine;
1420;Karusnahatoodete tootmine;1392;Kodutekstiilide ja valmis sisustustarvete tootmine;
1420;Karusnahatoodete tootmine;1421;Pealisrõivaste tootmine;
1420;Karusnahatoodete tootmine;1424;Nahast ja karusnahast rõivaste tootmine;
1420;Karusnahatoodete tootmine;1429;Muude mujal liigitamata rõivaste ja rõivalisandite tootmine;
14201;Karusnahatoodete tootmine (v.a mütsid ja kindad);13921;Kodutekstiilide, nt voodipesu, rätikute, kardinate jms tootmine;
14201;Karusnahatoodete tootmine (v.a mütsid ja kindad);14211;Pealisrõivaste tootmine;
14201;Karusnahatoodete tootmine (v.a mütsid ja kindad);14241;Nahast ja karusnahast rõivaste tootmine;
14201;Karusnahatoodete tootmine (v.a mütsid ja kindad);14291;Peakatete valmistamine, k.a karusnahast;
14201;Karusnahatoodete tootmine (v.a mütsid ja kindad);14299;Muude mujal liigitamata rõivaste ja rõivalisandite tootmine;
143;Silmkoe- ja heegelrõivaste tootmine;141;Silmkoe- ja heegelrõivaste tootmine;
1431;Suka- ja sokitootmine;1410;Silmkoe- ja heegelrõivaste tootmine;
14311;Suka- ja sokitootmine;14101;Silmkoe- ja heegelrõivaste tootmine;
1439;Muude silmkoe- ja heegelrõivaste tootmine;1410;Silmkoe- ja heegelrõivaste tootmine;
14391;Muude silmkoe- ja heegelrõivaste tootmine, nt pulloverid, kampsunid jms tooted;14101;Silmkoe- ja heegelrõivaste tootmine;
15;Nahatöötlemine ja nahktoodete tootmine;15;Nahatöötlemine ning nahktoodete ja muust materjalist toodete tootmine;
151;"Nahatöötlemine ja -parkimine; kohvrite, käekottide, sadulsepatoodete ja rakmete tootmine; karusnaha töötlemine ja värvimine";151;"Naha ja karusnaha parkimine, värvimine ja töötlemine; kohvrite, käekottide, sadulsepatoodete ja rakmete tootmine";
1511;"Nahatöötlemine ja -parkimine; karusnaha töötlemine ja värvimine";1511;Naha ja karusnaha parkimine, töötlemine ja värvimine;
15111;"Nahatöötlemine ja -parkimine; karusnaha töötlemine ja värvimine";15111;Naha ja karusnaha parkimine, töötlemine ja värvimine;
1512;Kohvrite, käekottide, sadulsepatoodete, rakmete jms tootmine;1512;Mis tahes materjalist kohvrite, käekottide, sadulsepatoodete ja rakmete tootmine;
15121;Kohvrite, käekottide jms kaupade tootmine;15121;Kohvrite, käekottide jms kaupade tootmine;
15122;Sadulsepatoodete tootmine (sadulad, hobuserakmed jm);15122;Sadulsepatoodete tootmine (sadulad, hobuserakmed jm);
15129;Muude nahktoodete tootmine;15129;Muude nahktoodete ja mistahes materjalist sarnaste toodete tootmine;
152;Jalatsitootmine;152;Jalatsitootmine;
1520;Jalatsitootmine;1520;Jalatsitootmine;
15201;Jalatsitootmine;15201;Jalatsitootmine;
16;"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";15;Nahatöötlemine ning nahktoodete ja muust materjalist toodete tootmine;
16;"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest ja punumismaterjalist toodete tootmine";16;"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest vm punumismaterjalist toodete tootmine";
161;Puidu saagimine ja hööveldamine;161;"Puidu saagimine ja hööveldamine; puidu töötlemine ja viimistlemine";
1610;Puidu saagimine ja hööveldamine;1611;Puidu saagimine ja hööveldamine;
1610;Puidu saagimine ja hööveldamine;1612;Puidu töötlemine ja viimistlemine;
16101;Saematerjali tootmine;16111;Puidu saagimine ja hööveldamine;
16102;Puidu kuivatus, immutamine ja keemiline töötlus;16121;Puidu töötlemine ja viimistlemine;
16109;Muude puidutöötlemissaaduste tootmine, sh hakkepuit, puitvill jms;16111;Puidu saagimine ja hööveldamine;
162;Puidust, korgist, õlest ja punumismaterjalist toodete tootmine;152;Jalatsitootmine;
162;Puidust, korgist, õlest ja punumismaterjalist toodete tootmine;162;Puidust, korgist, õlest vm punumismaterjalist toodete tootmine;
1621;Spooni ja puitplaatide tootmine;1621;Spooni ja puitplaatide tootmine;
1621;Spooni ja puitplaatide tootmine;1627;Puittoodete viimistlemine;
16211;Spooni ja vineeri tootmine;16211;Spooni ja vineeri tootmine;
16211;Spooni ja vineeri tootmine;16271;Puittoodete viimistlemine;
16212;Puitlaast- ja puitkiudplaadi tootmine;16212;Puitlaast- ja puitkiudplaatide tootmine;
16219;Muude puitplaatide tootmine;16219;Muude puitplaatide tootmine;
1622;Kilpparketi tootmine;1622;Kilpparketi tootmine;
1622;Kilpparketi tootmine;1627;Puittoodete viimistlemine;
16221;Kilpparketi tootmine;16221;Kilpparketi tootmine;
16221;Kilpparketi tootmine;16271;Puittoodete viimistlemine;
1623;Ehituspuusepa- ja tisleritoodete tootmine;1623;Ehituspuusepa- ja tisleritoodete tootmine;
1623;Ehituspuusepa- ja tisleritoodete tootmine;1624;Puittaara tootmine;
1623;Ehituspuusepa- ja tisleritoodete tootmine;1625;Puituste ja -akende tootmine;
1623;Ehituspuusepa- ja tisleritoodete tootmine;1627;Puittoodete viimistlemine;
16231;Puidust uste, akende, aknaluukide ja nende raamide tootmine (k.a väravad);16251;Puituste ja -akende tootmine;
16232;Kokkupandavate puitehitiste (saunad, suvilad, majad) ja nende elementide tootmine;16231;Kokkupandavate puitehitiste ja nende elementide tootmine;
16232;Kokkupandavate puitehitiste (saunad, suvilad, majad) ja nende elementide tootmine;16241;Puittaara ja puitaluste tootmine;
16239;Muude ehituspuusepa- ja tisleritoodete tootmine;16239;Muude ehituspuusepa- ja tisleritoodete tootmine;
16239;Muude ehituspuusepa- ja tisleritoodete tootmine;16271;Puittoodete viimistlemine;
1624;Puittaara tootmine;1624;Puittaara tootmine;
1624;Puittaara tootmine;1627;Puittoodete viimistlemine;
16241;Puittaara ja puitaluste tootmine;16241;Puittaara ja puitaluste tootmine;
16241;Puittaara ja puitaluste tootmine;16271;Puittoodete viimistlemine;
1629;"Muude puittoodete tootmine; korgist, õlest ja punumismaterjalist toodete tootmine";1520;Jalatsitootmine;
1629;"Muude puittoodete tootmine; korgist, õlest ja punumismaterjalist toodete tootmine";1626;Taimsest biomassist tahkekütuste tootmine;
1629;"Muude puittoodete tootmine; korgist, õlest ja punumismaterjalist toodete tootmine";1627;Puittoodete viimistlemine;
1629;"Muude puittoodete tootmine; korgist, õlest ja punumismaterjalist toodete tootmine";1628;Muude puittoodete ning korgist, õlest vm punumismaterjalist toodete tootmine;
16291;Puidust tarbe- ja dekoratiivesemete jm puittoodete tootmine;15201;Jalatsitootmine;
16291;Puidust tarbe- ja dekoratiivesemete jm puittoodete tootmine;16261;Taimsest biomassist tahkekütuste tootmine;
16291;Puidust tarbe- ja dekoratiivesemete jm puittoodete tootmine;16271;Puittoodete viimistlemine;
16291;Puidust tarbe- ja dekoratiivesemete jm puittoodete tootmine;16281;Puidust tarbe- ja dekoratiivesemete jm puittoodete tootmine;
16292;Korgist, õlest ja punumismaterjalist toodete tootmine;16282;Korgist, õlest ja punumismaterjalist toodete tootmine;
17;Paberi ja pabertoodete tootmine;17;Paberi ja pabertoodete tootmine;
171;Paberimassi, paberi ja papi tootmine;171;Paberimassi, paberi ja papi tootmine;
171;Paberimassi, paberi ja papi tootmine;172;Paber- ja papptoodete tootmine;
1711;Paberimassi tootmine;1711;Paberimassi tootmine;
17111;Paberimassi tootmine;17111;Paberimassi tootmine;
1712;Paberi- ja papitootmine;1712;Paberi- ja papitootmine;
1712;Paberi- ja papitootmine;1725;Muude paber- ja papptoodete tootmine;
17121;Paberi- ja papitootmine;17121;Paberi- ja papitootmine;
17121;Paberi- ja papitootmine;17251;Muude paber- ja papptoodete tootmine;
172;Paber- ja papptoodete tootmine;172;Paber- ja papptoodete tootmine;
1721;Lainepaberi ja -papi ning paber- ja papptaara tootmine;1721;Lainepaberi ja -papi ning paber- ja papptaara tootmine;
17211;Lainepaberi ja -papi ning paber- ja papptaara tootmine;17211;Lainepaberi ja -papi ning paber- ja papptaara tootmine;
1722;Paberist kodu- ja hügieenitarvete ning tualettpaberi tootmine;1722;Paberist kodu- ja hügieenitarvete ning tualettpaberi tootmine;
17221;Paberist kodu- ja hügieenitarvete, k.a tekstiilvati ja vatist toodete tootmine;17221;Paberist kodu- ja hügieenitarvete ning tualettpaberi tootmine;
1723;Paberist kirjatarvete tootmine;1723;Paberist kirjatarvete tootmine;
17231;Paberist kirjatarvete tootmine;17231;Paberist kirjatarvete tootmine;
1724;Tapeeditootmine;1724;Tapeeditootmine;
17241;Tapeeditootmine;17241;Tapeeditootmine;
1729;Muude paber- ja papptoodete tootmine;1725;Muude paber- ja papptoodete tootmine;
17291;Muude paber- ja papptoodete tootmine;17251;Muude paber- ja papptoodete tootmine;
18;Trükindus ja salvestiste paljundus;13;Tekstiilitootmine;
18;Trükindus ja salvestiste paljundus;18;Trükindus ja salvestiste paljundus;
181;Trükindus ja selle sidusalad;133;Tekstiili viimistlemine;
181;Trükindus ja selle sidusalad;181;Trükindus ja selle sidusalad;
1811;Ajalehtede trükkimine;1811;Ajalehtede trükkimine;
18111;Ajalehtede trükkimine;18111;Ajalehtede trükkimine;
1812;Muu trükkimine;1330;Tekstiili viimistlemine;
1812;Muu trükkimine;1812;Muu trükkimine;
18121;Raamatute trükkimine;18121;Raamatute trükkimine;
18122;Perioodikaväljaannete, ärikataloogide, reklaammaterjalide, äriblankettide jm kontoritarvete trükkimine;18122;Perioodikaväljaannete, reklaammaterjalide, blankettide jms trükkimine;
18129;Mujal liigitamata trükkimine, k.a siiditrükk;13301;Tekstiili viimistlemine;
18129;Mujal liigitamata trükkimine, k.a siiditrükk;18129;Mujal liigitamata trükkimine, k.a siiditrükk;
1813;Trükieelne tegevus;1813;Trükieelne tegevus;
18131;Trükieelne tegevus;18131;Trükieelne tegevus;
1814;Köitmine ja selle sidusalad;1814;Köitmine ja selle sidusalad;
18141;Köitmine ja selle sidusalad;18141;Köitmine ja selle sidusalad;
182;Salvestiste paljundus;182;Salvestiste paljundus;
1820;Salvestiste paljundus;1820;Salvestiste paljundus;
18201;Salvestiste paljundus;18201;Salvestiste paljundus;
19;Koksi ja puhastatud naftatoodete tootmine;19;Koksi ja puhastatud naftatoodete tootmine;
191;Koksitootmine;191;Koksitootmine;
1910;Koksitootmine;1910;Koksitootmine;
19101;Koksitootmine;19101;Koksitootmine;
192;Puhastatud naftatoodete tootmine;192;Puhastatud naftatoodete ja fossiilkütusetoodete tootmine;
1920;Puhastatud naftatoodete tootmine;1920;Puhastatud naftatoodete ja fossiilkütusetoodete tootmine;
19201;Puhastatud naftatoodete (sh turbabriketi) tootmine;19201;Puhastatud naftatoodete ja fossiilkütusetoodete tootmine;
20;Kemikaalide ja keemiatoodete tootmine;20;Kemikaalide ja keemiatoodete tootmine;
201;"Põhikemikaalide, väetise ja lämmastikuühendite tootmine; plasti ja sünteeskautšuki tootmine algkujul";201;"Põhikemikaalide, väetise ja lämmastikuühendite tootmine; plasti ja sünteeskautšuki tootmine algkujul";
201;"Põhikemikaalide, väetise ja lämmastikuühendite tootmine; plasti ja sünteeskautšuki tootmine algkujul";203;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;
201;"Põhikemikaalide, väetise ja lämmastikuühendite tootmine; plasti ja sünteeskautšuki tootmine algkujul";205;Muude keemiatoodete tootmine;
2011;Tööstusgaaside tootmine;2011;Tööstusgaaside tootmine;
2011;Tööstusgaaside tootmine;2014;Muude orgaaniliste põhikemikaalide tootmine;
20111;Tööstusgaaside tootmine;20111;Tööstusgaaside tootmine;
20111;Tööstusgaaside tootmine;20141;Muude orgaaniliste põhikemikaalide tootmine;
2012;Värvainete ja pigmentide tootmine;2012;Värvainete ja pigmentide tootmine;
2012;Värvainete ja pigmentide tootmine;2030;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;
20121;Värvainete ja pigmentide tootmine;20121;Värvainete ja pigmentide tootmine;
20121;Värvainete ja pigmentide tootmine;20301;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;
2013;Muude anorgaaniliste põhikemikaalide tootmine;2013;Muude anorgaaniliste põhikemikaalide tootmine;
20131;Muude anorgaaniliste põhikemikaalide tootmine;20131;Muude anorgaaniliste põhikemikaalide tootmine;
2014;Muude orgaaniliste põhikemikaalide tootmine;2014;Muude orgaaniliste põhikemikaalide tootmine;
2014;Muude orgaaniliste põhikemikaalide tootmine;2051;Vedelate biokütuste tootmine;
20141;Muude orgaaniliste põhikemikaalide tootmine;20141;Muude orgaaniliste põhikemikaalide tootmine;
20141;Muude orgaaniliste põhikemikaalide tootmine;20511;Vedelate biokütuste tootmine;
2015;Väetiste ja lämmastikuühendite tootmine;2015;Väetiste ja lämmastikuühendite tootmine;
20151;Väetiste ja lämmastikuühendite tootmine;20151;Väetiste ja lämmastikuühendite tootmine;
2016;Plasti tootmine algkujul;2016;Plasti tootmine algkujul;
20161;Plasti tootmine algkujul;20161;Plasti tootmine algkujul;
2017;Sünteeskautšuki (toorkummi) tootmine algkujul;2017;Sünteeskautšuki (toorkummi) tootmine algkujul;
20171;Sünteeskautšuki (toorkummi) tootmine algkujul;20171;Sünteeskautšuki (toorkummi) tootmine algkujul;
202;Taimekaitsevahendite ja muude agrokeemiatoodete tootmine;202;Taimekaitsevahendite, desinfektsioonivahendite ja muude agrokeemiatoodete tootmine;
2020;Taimekaitsevahendite ja muude agrokeemiatoodete tootmine;2020;Taimekaitsevahendite, desinfektsioonivahendite ja muude agrokeemiatoodete tootmine;
20201;Taimekaitsevahendite ja muude agrokeemiatoodete tootmine;20201;Taimekaitsevahendite, desinfektsioonivahendite ja muude agrokeemiatoodete tootmine;
203;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;203;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;
2030;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;2030;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;
20301;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;20301;Värvide, lakkide ja muude viimistlusvahendite ning trükivärvide ja mastiksite tootmine;
204;Seebi, pesemis-, puhastus- ja poleervahendite, parfüümide ja tualetitarvete tootmine;204;Pesemis-, puhastus- ja poleervahendite tootmine;
2041;Seebi, pesemis-, puhastus- ja poleervahendite tootmine;2041;Seebi, pesemis-, puhastus- ja poleervahendite tootmine;
